order_id,customer_id,order_date,shipping_city,order_status
601093,20387,2026-01-11,Prishtina,canceled
601094,90055,2026-05-31,GJILAN,Pending
601095,20143,2026-04-24,gjilan,Refunded
601096,20231,2026-03-29,Mitrovice,COMPLETED
601097,20551,2026-04-05,MITROVICE, completed 
601098,20684,2026-05-04,Prizren,Completed
601099,20574,2026-05-14,MITROVICE,Completed
601100,20254,2026-04-26,GJILAN,completed
601101,20541,2026-05-18,GJAKOVE,Cancelled
601102,20340,2026-05-16,Gjakove,completed
601103,20373,2026-05-04,Mitrovicë, completed 
601104,20419,2026-04-04, Mitrovice ,pending
601105,20682,2026-04-19,peja,COMPLETED
601106,20569,2026-04-08,FERIZAJ,completed
601107,20173,2026-01-07, Prishtina ,Cancelled
601108,20376,2026-01-02,Prishtina,completed
601109,20250,2026-05-08,peja,completed
601110,20689,2026-02-10,GJAKOVE,COMPLETED
601111,20336,2026-03-16,Peja,refunded
601112,20482,2026-01-22,prizren,pending
601113,20154,2026-02-11,peja,Completed
601114,20246,2026-07-26, Gjakove ,pending
601115,20641,2026-01-21,vushtrri,canceled
601116,20204,2026-05-21,mitrovice,COMPLETED
601117,20511,2026-04-07,VUSHTRRI,pending
601118,20319,2026-02-08,Prishtina,completed
601119,20461,2026-03-19, Gjilan ,Completed
601120,20561,2026-04-27,vushtrri,COMPLETED
601121,20223,2026-04-08,FERIZAJ,COMPLETED
601122,20535,2026-03-19,MITROVICE, cancelled 
601123,20382,2026-04-11,PRIZREN,Completed
601124,20275,2026-01-06,Prizren,COMPLETED
601125,20524,2026-04-10, Ferizaj ,completed
601126,20365,2026-01-18,MITROVICE,COMPLETED
601127,20105,2026-01-19,Ferizaj,completed
601128,20039,2026-01-17,Vushtrri,Cancelled
601129,20505,2026-02-20,Gjakovë,completed
601130,20066,2026-05-11,GJAKOVE, completed 
601131,20365,2026-04-05,Ferizaj,CANCELLED
601132,20140,2026-02-10,FERIZAJ,PENDING
601133,20667,2026-02-24,MITROVICE,completed
601134,20003,2026-02-28, Prizren ,pending
601135,20291,2026-04-03,gjakove, refunded 
601136,20177,2026-04-14, Peja ,pending
601137,20160,2026-02-18,peja,completed
601138,20248,2026-05-23, Mitrovice , completed 
601139,20693,2026-02-14,Gjilan,Refunded
601140,20165,2026-02-23,Gjakovë,completed
601141,20448,2026-01-28,vushtrri,Refunded
601142,20134,2026-01-08,Prizren,completed
601143,20361,2026-06-23,Gjakovë,completed
601144,20113,2026-03-23, Vushtrri ,Completed
601145,20019,2026-05-16,mitrovice,Pending
601146,20320,2026-01-16,Ferizaj,PENDING
601147,20273,2026-03-01,VUSHTRRI,Completed
601148,20367,2026-03-23, Ferizaj ,Completed
601149,20692,2026-04-27,Gjilan, refunded 
601150,20203,2026-02-19, Ferizaj ,pending
601151,20138,2026-01-16,vushtrri,completed
601152,20027,2026-01-10,Ferizaj,COMPLETED
601153,20276,2026-03-06, Prishtina ,Completed
601154,20041,2026-04-30,Mitrovice,cancelled
601155,20236,2026-01-17,Gjakovë,completed
601156,20218,2026-05-27,Ferizaj, completed 
601157,20038,2026-05-22,prizren,completed
601158,20164,2026-06-18, Gjilan ,Completed
601159,20066,2026-04-26,PRIZREN,pending
601160,20112,2026-06-11,Prishtina,COMPLETED
601161,20669,2026-02-17,Vushtrri,COMPLETED
601162,20382,2026-06-19, Ferizaj ,completed
601163,20411,2026-02-17,Gjakove,completed
601164,20118,2026-07-25,gjilan,Refunded
601165,20392,2026-06-12,Vushtrri,Completed
601166,20514,2026-02-17,vushtrri, cancelled 
601167,20664,2026-03-26,Ferizaj,completed
601168,20229,2026-01-07, Prishtina , cancelled 
601169,90040,2026-03-21,Prishtina,Completed
601170,20620,2026-07-31,VUSHTRRI,completed
601171,20328,2026-02-01,GJILAN,completed
601172,20276,2026-06-08,PEJA,cancelled
601173,20677,2026-02-25,prizren,COMPLETED
601174,20407,2026-07-09,gjakove,COMPLETED
601175,20534,2026-07-29,Gjilan,Completed
601176,20520,2026-06-19,VUSHTRRI, completed 
601177,20230,2026-04-03, Prizren ,completed
601178,20619,2026-06-28,GJAKOVE,completed
601179,20109,2026-06-26,Prishtina, completed 
601180,20143,2026-04-04,FERIZAJ,completed
601181,20643,2026-03-18, Prishtina ,PENDING
601182,20476,2026-04-21, Prizren ,COMPLETED
601183,20168,2026-05-14,peja,completed
601184,20007,2026-01-13,prizren,completed
601185,20399,2026-04-14, Peja ,completed
601186,20349,2026-01-12,FERIZAJ,completed
601187,20479,2026-03-24,Vushtrri,completed
601188,20423,2026-06-21,PRISHTINA, completed 
601189,20157,2026-07-21, Vushtrri ,completed
601190,20381,2026-02-27, Prizren ,completed
601191,20546,2026-03-16,PRIZREN, completed 
601192,20327,2026-07-06,Vushtrri,Completed
601193,20252,2026-08-02, Peja ,completed
601194,20173,2026-03-05,Prishtina,completed
601195,20512,2026-03-03, Prizren ,refunded
601196,20472,2026-01-15,Gjakovë,COMPLETED
601197,20360,2026-08-09,Prishtina,canceled
601198,20234,2026-01-21,Gjakovë,completed
601199,20294,2026-01-27, Peja ,pending
601200,20612,2026-05-27,Prishtina,unknown
601201,20231,2026-05-23,MITROVICE,completed
601202,20071,2026-06-22,MITROVICE,Pending
601203,20388,2026-02-27,gjakove,completed
601204,20682,2026-04-01,gjakove,completed
601205,20322,2026-01-18,Ferizaj,completed
601206,20368,2026-02-16,peja,completed
601207,90078,2026-06-17,peja,REFUNDED
601208,20467,2026-07-22,Vushtrri,completed
601209,20420,2026-04-24, Gjilan ,Cancelled
601210,20351,2026-06-24,PEJA,Pending
601211,20303,2026-01-11, Prishtina , completed 
601212,20176,2026-02-26, Ferizaj ,COMPLETED
601213,20483,2026-08-05,Prizren,COMPLETED
601214,20595,2026-03-01,Prizren,canceled
601215,20568,2026-02-20,prishtina,completed
601216,20280,2026-04-01,VUSHTRRI,completed
601217,20283,2026-03-02, Gjilan ,Completed
601218,20547,2026-01-05,FERIZAJ, cancelled 
601219,20564,2026-05-07,Prizren, refunded 
601220,20034,2026-05-07,Peja,completed
601221,20366,2026-06-10,prizren,PENDING
601222,20662,2026-07-31,Gjakove,completed
601223,20006,2026-03-23, Prizren ,completed
601224,20189,2026-01-22,mitrovice,COMPLETED
601225,20412,2026-07-21,GJILAN,Completed
601226,20315,2026-06-16, Prizren ,Completed
601227,20224,2026-02-09,Gjakovë, pending 
601228,20677,2026-05-09,mitrovice,completed
601229,20341,2026-03-07, Mitrovice ,completed
601230,20605,2026-07-14,Vushtrri,completed
601231,20079,2026-05-13,vushtrri,completed
601232,20357,2026-01-10, Peja , completed 
601233,20567,2026-07-26,gjakove,pending
601234,20352,2026-04-24,Gjilan,Pending
601235,20589,2026-08-09,Peja,CANCELLED
601236,20048,2026-01-03,Gjakovë,cancelled
601237,20168,2026-01-14,Gjakovë,COMPLETED
601238,20589,2026-04-12,Prizren,Completed
601239,20311,2026-02-25,MITROVICE,Completed
601240,20689,2026-06-16,prizren,Completed
601241,20570,2026-04-04,Mitrovice,Completed
601242,20109,2026-02-23, Prizren ,completed
601243,20394,2026-02-23, Mitrovice ,Cancelled
601244,20019,2026-06-06,Vushtrri,COMPLETED
601245,20267,2026-08-01,PEJA,COMPLETED
601246,20229,2026-01-18,gjilan,Completed
601247,20416,2026-06-28,MITROVICE, completed 
601248,20690,2026-06-05,Vushtrri,COMPLETED
601249,20458,2026-01-06,Mitrovicë,Completed
601250,20252,2026-03-10, Mitrovice ,completed
601251,20559,2026-01-30,GJAKOVE,Completed
601252,20007,2026-06-26,ferizaj,canceled
601253,20220,2026-07-22,VUSHTRRI,PENDING
601254,20119,2026-08-09,Peja, cancelled 
601255,20485,2026-01-02,Peja,Completed
601256,20341,2026-08-09, Prishtina , completed 
601257,20694,2026-05-10,Mitrovice,completed
601258,20257,2026-02-28, Vushtrri ,completed
601259,20251,2026-07-09, Gjilan ,cancelled
601260,20064,2026-05-21,Ferizaj,Completed
601261,20544,2026-05-30, Mitrovice ,PENDING
601262,20084,2026-02-03,MITROVICE,refunded
601263,20002,2026-08-07,Gjilan, cancelled 
601264,20068,2026-04-01,Gjakovë,COMPLETED
601265,20699,2026-03-19,GJILAN,completed
601266,20649,2026-07-07,Vushtrri, cancelled 
601267,20315,2026-06-16,Gjakove,completed
601268,20475,2026-07-29, Vushtrri ,completed
601269,20382,2026-04-28,prishtina, completed 
601270,20637,2026-08-09, Gjakove ,Pending
601271,20498,2026-04-24,PEJA,REFUNDED
601272,20383,2026-06-13,prishtina, completed 
601273,20103,2026-01-12, Prishtina , refunded 
601274,20316,2026-05-02,PRIZREN,COMPLETED
601275,20518,2026-01-21,Prishtina,COMPLETED
601276,20590,2026-04-18, Prizren ,Cancelled
601277,20548,2026-05-30, Gjakove , completed 
601278,20476,2026-01-20,Prishtina,Completed
601279,20222,2026-02-02,PRIZREN,COMPLETED
601280,20670,2026-02-28,gjakove,completed
601281,20107,2026-06-01, Prishtina , pending 
601282,20236,2026-01-30,Gjakovë,completed
601283,20151,2026-02-20,prizren,COMPLETED
601284,20430,2026-03-04,GJAKOVE,Completed
601285,20234,2026-08-05, Prizren , completed 
601286,20036,2026-01-16,Prizren,completed
601287,20500,2026-03-07,PEJA, completed 
601288,20504,2026-01-22, Prizren ,Completed
601289,20187,2026-01-11,Prishtina,completed
601290,20576,2026-02-23,Peja, completed 
601291,20684,2026-06-09,Mitrovice,completed
601292,20553,2026-04-10,FERIZAJ,completed
601293,20410,2026-05-31, Gjakove ,COMPLETED
601294,20519,2026-01-17,vushtrri,completed
601295,20159,2026-07-31,peja,cancelled
601296,20579,2026-08-04,Gjakove,Pending
601297,20511,2026-04-17, Prishtina , completed 
601298,20469,2026-04-26,Peja,COMPLETED
601299,20626,2026-01-09, Gjilan ,cancelled
601300,20441,2026-07-31,prishtina, pending 
601301,20227,2026-05-16,Gjilan,completed
601302,20254,2026-06-16,Gjakove, completed 
601303,20320,2026-06-14,Vushtrri,COMPLETED
601304,20306,2026-06-29,ferizaj,Completed
601305,20636,2026-06-02,peja, completed 
601306,20393,2026-03-29,Prizren,refunded
601307,20003,2026-07-11, Ferizaj ,Completed
601308,20359,2026-06-16,prizren,COMPLETED
601309,20241,2026-01-15,Prizren, completed 
601310,20069,2026-06-06,Mitrovice,COMPLETED
601311,20563,2026-05-06,peja,Cancelled
601312,20013,2026-05-25,mitrovice,completed
601313,20212,2026-02-27,MITROVICE, completed 
601314,20531,2026-04-18, Gjilan ,completed
601315,20565,2026-06-14,Vushtrri, refunded 
601316,20042,2026-06-19, Gjakove ,completed
601317,20308,2026-07-23,Gjilan, completed 
601318,20124,2026-06-24,MITROVICE,Cancelled
601319,20534,2026-01-08,Gjilan, completed 
601320,20036,2026-05-04, Ferizaj ,completed
601321,20697,2026-06-10,PRISHTINA,Completed
601322,20371,2026-06-25,MITROVICE,completed
601323,20285,2026-02-21,Gjakovë,completed
601324,20373,2026-03-23,PRISHTINA,CANCELLED
601325,20582,2026-01-25,Prishtina,Completed
601326,20194,2026-06-25,GJAKOVE,cancelled
601327,20468,2026-04-02,Gjakovë,COMPLETED
601328,20390,2026-07-08, Mitrovice ,completed
601329,20378,2026-04-16,prishtina,pending
601330,20126,2026-07-01,peja,COMPLETED
601331,20143,2026-03-24,gjilan,completed
601332,20453,2026-08-04,GJILAN,Completed
601333,20088,2026-03-31,Prishtina,Completed
601334,20165,2026-02-18,PRISHTINA,refunded
601335,20158,2026-02-04,gjilan,cancelled
601336,20166,2026-01-26,peja,completed
601337,20507,2026-01-07,Vushtrri,completed
601338,20609,2026-01-28,Peja, completed 
601339,20546,2026-05-14,Mitrovice,completed
601340,20655,2026-01-03, Vushtrri ,Cancelled
601341,20247,2026-02-08,Gjakove,cancelled
601342,20296,2026-01-26,Gjilan, completed 
601343,20158,2026-01-24,peja, completed 
601344,20072,2026-07-04, Gjilan ,canceled
601345,20002,2026-06-06,VUSHTRRI,refunded
601346,20222,2026-08-04,prishtina,Pending
601347,20410,2026-07-02,Gjilan,unknown
601348,20394,2026-03-02,Gjilan,COMPLETED
601349,20520,2026-08-02,Mitrovice,pending
601350,20325,2026-01-10,Gjakovë,Completed
601351,20547,2026-02-13, Prishtina , completed 
601352,20167,2026-07-17,Gjakove,COMPLETED
601353,20483,2026-05-23,VUSHTRRI,Refunded
601354,20161,2026-05-08,Prishtina,Completed
601355,20361,2026-07-12, Prizren ,completed
601356,20070,2026-01-25,Prizren, completed 
601357,20490,2026-01-03,PEJA,refunded
601358,20177,2026-01-04, Peja ,pending
601359,20678,2026-04-16,Mitrovice,COMPLETED
601360,20601,2026-03-02,PEJA,Completed
601361,20365,2026-01-28,Gjakove,Completed
601362,20087,2026-01-18, Mitrovice ,completed
601363,20621,2026-05-10,Prizren,pending
601364,20028,2026-06-20,prishtina,PENDING
601365,20333,2026-03-23,PRISHTINA,Completed
601366,20128,2026-04-21,ferizaj,Completed
601367,20153,2026-06-23,Mitrovice,COMPLETED
601368,20445,2026-04-15,VUSHTRRI,refunded
601369,20257,2026-03-31,gjilan,completed
601370,20387,2026-01-28, Gjakove ,PENDING
601371,20369,2026-06-15,Mitrovice,COMPLETED
601372,20491,2026-04-01,PRISHTINA,canceled
601373,20182,2026-04-01, Ferizaj ,Pending
601374,20245,2026-03-12,PRIZREN,completed
601375,20555,2026-01-31,PRISHTINA,Completed
601376,20700,2026-01-14,Peja,completed
601377,20366,2026-06-18,GJAKOVE,COMPLETED
601378,20508,2026-07-29,GJILAN,Refunded
601379,20319,2026-05-15,Vushtrri,completed
601380,20502,2026-07-15,Gjakovë,Completed
601381,20680,2026-07-18,peja, completed 
601382,20319,2026-06-17,PEJA,completed
601383,20589,2026-07-23,Ferizaj,COMPLETED
601384,20424,2026-02-16,prishtina,COMPLETED
601385,20182,2026-06-15, Gjakove , cancelled 
601386,20699,2026-06-27, Vushtrri ,completed
601387,20568,2026-07-09,Gjakove,completed
601388,20199,2026-03-07,gjilan,completed
601389,20273,2026-04-27, Prizren , completed 
601390,20081,2026-04-20,GJILAN,COMPLETED
601391,20402,2026-04-18,VUSHTRRI,Completed
601392,20230,2026-06-18,GJILAN,completed
601393,20242,2026-02-24,Mitrovicë,Refunded
601394,20568,2026-05-03, Mitrovice , completed 
601395,20538,2026-06-26,Mitrovice,PENDING
601396,20251,2026-07-12,vushtrri,COMPLETED
601397,20353,2026-03-12,Gjilan,Completed
601398,20074,2026-03-20, Mitrovice ,canceled
601399,20063,2026-07-07,GJILAN,completed
601400,20231,2026-01-06,gjakove,pending
601401,20409,2026-06-22,GJILAN,refunded
601402,20111,2026-03-22,vushtrri,Cancelled
601403,20149,2026-08-08,MITROVICE,Refunded
601404,20068,2026-02-08, Gjakove ,Pending
601405,20479,2026-02-16,Ferizaj, completed 
601406,20617,2026-01-29,Vushtrri,completed
601407,20572,2026-05-25,Mitrovicë,Refunded
601408,20443,2026-03-11,GJAKOVE,completed
601409,20389,2026-06-13, Gjilan ,completed
601410,20542,2026-03-29,Gjilan,REFUNDED
601411,20265,2026-03-15,FERIZAJ,COMPLETED
601412,20215,2026-01-13, Ferizaj ,Pending
601413,20141,2026-08-02,vushtrri,refunded
601414,20515,2026-03-23,Gjakove,COMPLETED
601415,20326,2026-03-16,PEJA,pending
601416,20426,2026-06-21,Prizren,COMPLETED
601417,20255,2026-06-11, Gjilan ,refunded
601418,20237,2026-03-16, Prishtina ,Completed
601419,20280,2026-05-18,FERIZAJ,COMPLETED
601420,90077,2026-04-04,PRISHTINA, completed 
601421,20109,2026-01-31,Prishtina,Pending
601422,20182,2026-02-21, Vushtrri ,COMPLETED
601423,20005,2026-03-20,vushtrri,completed
601424,20178,2026-07-23, Vushtrri ,completed
601425,20286,2026-02-10,Gjilan,completed
601426,20345,2026-06-13,Prishtina,cancelled
601427,20273,2026-07-29,PRIZREN,completed
601428,20446,2026-02-27,Peja, completed 
601429,20154,2026-03-03,Gjakovë,completed
601430,20155,2026-02-01,VUSHTRRI,COMPLETED
601431,20538,2026-01-20,mitrovice,COMPLETED
601432,20019,2026-07-28,PEJA,PENDING
601433,20653,2026-05-26,Prishtina,Pending
601434,20253,2026-03-24,Prishtina,Cancelled
601435,20601,2026-04-02,Gjilan, completed 
601436,20078,2026-03-03,Mitrovice,Cancelled
601437,20395,2026-04-04,vushtrri,completed
601438,20146,2026-06-15,VUSHTRRI,completed
601439,20435,2026-02-15, Peja ,refunded
601440,20247,2026-06-18,gjakove,COMPLETED
601441,20266,2026-08-08,Gjakove,Completed
601442,20463,2026-01-16,prizren,Completed
601443,20437,2026-02-02, Gjilan ,COMPLETED
601444,20386,2026-01-23,Vushtrri,refunded
601445,20517,2026-06-14,VUSHTRRI,Completed
601446,20152,2026-01-02,PRIZREN, completed 
601447,20176,2026-01-10,Gjilan, completed 
601448,20488,2026-01-17,vushtrri,completed
601449,20552,2026-03-15,prishtina,PENDING
601450,20217,2026-02-06,Prishtina,canceled
601451,20580,2026-03-11,vushtrri, completed 
601452,20619,2026-07-02,Mitrovicë,Cancelled
601453,20354,2026-06-09,Mitrovice,completed
601454,20388,2026-06-04,MITROVICE,REFUNDED
601455,20338,2026-02-10,gjakove, completed 
601456,20227,2026-05-16, Gjakove ,Completed
601457,20484,2026-03-26,Ferizaj,COMPLETED
601458,20195,2026-05-08,Peja,COMPLETED
601459,20188,2026-08-04,Ferizaj,Completed
601460,20547,2026-04-11,Vushtrri,refunded
601461,20163,2026-05-13,Gjakovë,completed
601462,20604,2026-06-21, Mitrovice ,COMPLETED
601463,20419,2026-06-12,Gjilan,completed
601464,20652,2026-05-08,Mitrovicë,completed
601465,20463,2026-01-16,PRISHTINA,Completed
601466,20643,2026-05-02, Ferizaj ,Completed
601467,20594,2026-05-20, Peja , pending 
601468,20279,2026-06-16,Mitrovicë,CANCELLED
601469,20125,2026-07-12,Ferizaj,Completed
601470,20183,2026-04-23,Gjakove,COMPLETED
601471,20279,2026-06-27,PRIZREN,Completed
601472,20083,2026-03-24,Prishtina, completed 
601473,20128,2026-04-06,VUSHTRRI,pending
601474,20247,2026-04-24,mitrovice,completed
601475,20392,2026-05-31, Ferizaj ,Pending
601476,20557,2026-07-30, Gjilan ,completed
601477,20645,2026-02-23,Gjilan, refunded 
601478,20513,2026-07-12, Gjakove ,CANCELLED
601479,20094,2026-02-27, Peja ,completed
601480,20232,2026-02-19,Vushtrri, completed 
601481,20591,2026-07-01, Peja , completed 
601482,20107,2026-07-01,Vushtrri,completed
601483,20480,2026-02-18,Mitrovicë,PENDING
601484,20494,2026-06-29,ferizaj, cancelled 
601485,20357,2026-07-26,Gjakovë,CANCELLED
601486,20663,2026-02-12, Prishtina ,Completed
601487,20671,2026-03-10,Prizren,completed
601488,20040,2026-07-31,Gjakove,completed
601489,20280,2026-06-19, Prizren ,completed
601490,20009,2026-07-05,ferizaj,PENDING
601491,20117,2026-03-14,gjilan,Completed
601492,20043,2026-03-25,Ferizaj,Pending
601493,20143,2026-04-19,PEJA,REFUNDED
601494,20616,2026-05-03,prishtina, completed 
601495,20119,2026-07-29,Mitrovice,completed
601496,20527,2026-04-14,prizren,COMPLETED
601497,20082,2026-02-05,prizren,completed
601498,20083,2026-08-07,Vushtrri,Completed
601499,20312,2026-01-15, Mitrovice , completed 
601500,20344,2026-02-09, Vushtrri ,completed
601501,20103,2026-01-01,Mitrovicë,Pending
601502,20173,2026-03-30, Vushtrri , completed 
601503,20301,2026-06-25,PRIZREN,completed
601504,20640,2026-05-30, Prishtina ,completed
601505,20577,2026-03-24,Gjakovë, completed 
601506,20675,2026-03-28, Prishtina ,completed
601507,20198,2026-05-21,PEJA,completed
601508,20470,2026-02-25,GJAKOVE,completed
601509,20309,2026-01-05,VUSHTRRI,canceled
601510,20255,2026-01-13,Peja,completed
601511,20271,2026-02-20,gjakove,CANCELLED
601512,20281,2026-02-23, Peja ,pending
601513,20272,2026-02-16,FERIZAJ,completed
601514,20042,2026-01-04,Ferizaj, pending 
601515,20218,2026-07-31,Vushtrri,COMPLETED
601516,20505,2026-06-09, Gjakove ,completed
601517,20535,2026-03-21,FERIZAJ,Refunded
601518,20281,2026-02-15, Peja ,Completed
601519,20401,2026-06-02,GJILAN,completed
601520,20539,2026-06-22, Peja ,Cancelled
601521,20610,2026-05-04,prizren,completed
601522,20280,2026-06-23,Prizren,completed
601523,20236,2026-06-29,mitrovice,PENDING
601524,20114,2026-04-02,Prizren,completed
601525,20479,2026-02-14,GJILAN,refunded
601526,20155,2026-05-09, Gjakove ,COMPLETED
601527,20295,2026-05-13,Mitrovice, completed 
601528,20069,2026-04-04,Ferizaj,refunded
601529,20334,2026-07-15,PEJA,cancelled
601530,20376,2026-07-11,PRIZREN,completed
601531,20425,2026-04-03,mitrovice,completed
601532,20214,2026-02-15,Gjilan,COMPLETED
601533,20303,2026-05-29,Prishtina,REFUNDED
601534,20437,2026-06-19,Mitrovicë, completed 
601535,20529,2026-04-11,Prishtina,completed
601536,20365,2026-07-01,ferizaj,refunded
601537,20077,2026-06-18, Mitrovice ,refunded
601538,20196,2026-02-05,Peja,completed
601539,20165,2026-07-22,gjakove,completed
601540,20208,2026-05-02,Prizren,Completed
601541,20520,2026-04-24,peja,CANCELLED
601542,20567,2026-05-13,MITROVICE,COMPLETED
601543,20334,2026-05-31,mitrovice,Completed
601544,20369,2026-02-23,ferizaj,COMPLETED
601545,20025,2026-02-13,gjakove,Completed
601546,20547,2026-03-18,Gjakove, completed 
601547,20475,2026-08-03,Ferizaj,Completed
601548,20223,2026-05-03,PRIZREN,Refunded
601549,20461,2026-03-26,Ferizaj, completed 
601550,20245,2026-03-27,Vushtrri,completed
601551,20316,2026-01-03, Prizren ,pending
601552,20616,2026-02-08,Gjakove,COMPLETED
601553,20552,2026-02-09, Gjakove ,canceled
601554,20559,2026-04-25, Prishtina ,completed
601555,20567,2026-06-17,Peja, completed 
601556,20336,2026-06-10, Prizren ,Completed
601557,20012,2026-06-14,mitrovice, completed 
601558,20672,2026-03-27,peja, completed 
601559,20379,2026-02-09,Peja, completed 
601560,20031,2026-06-16,PRISHTINA,COMPLETED
601561,20547,2026-06-05, Mitrovice ,completed
601562,20678,2026-04-19,gjilan, completed 
601563,20528,2026-02-19,PRIZREN, completed 
601564,20619,2026-03-28,Mitrovicë,CANCELLED
601565,20330,2026-03-18,MITROVICE,Completed
601566,20238,2026-06-21,peja,completed
601567,20161,2026-08-08,Ferizaj,Pending
601568,90071,2026-06-14,Peja,refunded
601569,20181,2026-06-02,mitrovice,Completed
601570,20320,2026-07-20,Gjakove,completed
601571,20547,2026-03-08,GJILAN,completed
601572,20152,2026-06-22,PEJA,Refunded
601573,20606,2026-03-15, Peja ,Completed
601574,20282,2026-02-18, Vushtrri ,completed
601575,20425,2026-01-20,Mitrovicë,completed
601576,20625,2026-04-10,PRIZREN,completed
601577,20620,2026-05-24,Mitrovice,Completed
601578,20054,2026-02-22,Prizren,canceled
601579,20048,2026-07-03,Gjakove,canceled
601580,20673,2026-02-05,Prishtina,completed
601581,20063,2026-05-15,VUSHTRRI, refunded 
601582,20503,2026-01-09, Gjilan ,completed
601583,20176,2026-07-21,Gjilan,REFUNDED
601584,20168,2026-08-09, Ferizaj ,COMPLETED
601585,20470,2026-06-23,PEJA,COMPLETED
601586,20088,2026-99-40,ferizaj, completed 
601587,20607,2026-03-21,gjilan,completed
601588,90000,2026-03-22,Prishtina,Completed
601589,20016,2026-07-18,prishtina,pending
601590,20107,2026-01-27, Gjakove ,refunded
601591,20566,2026-06-26,Vushtrri,completed
601592,20612,2026-01-31, Gjilan ,canceled
601593,20232,2026-07-24, Ferizaj ,COMPLETED
601594,20463,2026-01-24,Mitrovice, cancelled 
601595,20384,2026-06-12,Vushtrri,Completed
601596,20614,2026-04-16,PRISHTINA,refunded
601597,20305,2026-02-04,Mitrovice, completed 
601598,20583,2026-02-06,Vushtrri, completed 
601599,20465,2026-06-01,Prishtina,COMPLETED
601600,20346,2026-08-09, Gjilan , pending 
601601,20217,2026-04-11,Ferizaj,pending
601602,20508,2026-08-06,Gjilan,canceled
601603,20358,2026-01-06,Ferizaj, cancelled 
601604,20257,2026-08-01,Gjakove,completed
601605,20320,2026-01-21, Ferizaj ,canceled
601606,20383,2026-06-15,Peja,Completed
601607,20418,2026-06-30, Prishtina ,COMPLETED
601608,20367,2026-07-12,ferizaj,COMPLETED
601609,20637,2026-01-06,PEJA,COMPLETED
601610,20037,2026-01-31, Gjakove ,completed
601611,20516,2026-06-06,GJAKOVE,COMPLETED
601612,20390,2026-02-26,mitrovice,refunded
601613,20676,2026-01-24,Peja,canceled
601614,20588,2026-01-31,GJILAN,pending
601615,20676,2026-02-08,prishtina,COMPLETED
601616,20568,2026-03-16,vushtrri,pending
601617,20111,2026-04-14,Gjilan,COMPLETED
601618,20657,2026-02-17,GJAKOVE,COMPLETED
601619,20208,2026-01-21,PEJA,completed
601620,20252,2026-05-06, Gjakove ,COMPLETED
601621,20198,2026-05-19,FERIZAJ,pending
601622,20254,2026-03-14,MITROVICE,completed
601623,20041,2026-02-16,vushtrri,completed
601624,20500,2026-05-08,Prishtina,completed
601625,20187,2026-06-12,peja, completed 
601626,90070,2026-03-03, Ferizaj ,Completed
601627,20662,2026-06-16,mitrovice, refunded 
601628,20082,2026-01-26,gjakove,pending
601629,20320,2026-07-22,Gjakove,canceled
601630,20198,2026-05-24,FERIZAJ,CANCELLED
601631,20049,2026-05-02,gjilan,Completed
601632,20302,2026-06-21,MITROVICE,PENDING
601633,20441,2026-06-07,mitrovice,completed
601634,20323,2026-08-01,PEJA,COMPLETED
601635,20401,2026-07-28,Prizren, completed 
601636,20348,2026-03-28, Mitrovice ,completed
601637,20382,2026-05-08, Prizren ,canceled
601638,20012,2026-07-22,Prizren,completed
601639,20648,2026-06-03,GJILAN, cancelled 
601640,20188,2026-04-09,Vushtrri,canceled
601641,20694,2026-07-31,VUSHTRRI, completed 
601642,20011,2026-04-21,Vushtrri,Completed
601643,20372,2026-05-23,Mitrovice,completed
601644,20063,2026-08-07,PEJA,Completed
601645,20161,2026-05-27,Gjilan,COMPLETED
601646,90099,2026-02-15,Gjilan,completed
601647,20035,2026-04-12, Prishtina ,COMPLETED
601648,20164,2026-04-05,Ferizaj,COMPLETED
601649,20584,2026-04-21, Prishtina ,completed
601650,20507,2026-06-03, Vushtrri ,completed
601651,20365,2026-06-26,Vushtrri,COMPLETED
601652,20583,2026-06-09,mitrovice,Refunded
601653,20545,2026-06-16,PEJA, completed 
601654,90072,2026-01-21, Peja ,COMPLETED
601655,20686,2026-05-25,Peja, completed 
601656,20028,2026-01-29, Mitrovice , cancelled 
601657,90032,2026-07-13, Mitrovice , cancelled 
601658,20451,2026-01-21, Prizren ,COMPLETED
601659,20085,2026-07-01, Peja ,COMPLETED
601660,20264,2026-08-09, Prishtina , pending 
601661,20554,2026-05-20,Prizren,Completed
601662,20152,2026-07-23,Prishtina,CANCELLED
601663,20504,2026-01-17, Prishtina , completed 
601664,20164,2026-01-20, Vushtrri ,Pending
601665,20172,2026-05-12,Vushtrri,REFUNDED
601666,20263,2026-05-13,PEJA,completed
601667,20647,2026-05-02,peja,refunded
601668,20094,2026-01-15, Gjilan ,Completed
601669,20135,2026-04-08, Prizren ,Completed
601670,20058,2026-04-02,mitrovice,Completed
601671,20120,2026-06-24,Ferizaj, completed 
601672,20064,2026-01-23, Peja ,completed
601673,20194,2026-04-13,peja, completed 
601674,20111,2026-07-21,Gjakove, completed 
601675,20564,2026-03-05,Peja,COMPLETED
601676,20600,2026-08-04,Vushtrri,completed
601677,20418,2026-07-19, Vushtrri ,pending
601678,20359,2026-01-26,peja,completed
601679,20518,2026-08-07,Mitrovicë,COMPLETED
601680,20453,2026-06-29,Peja,Completed
601681,90043,2026-01-03, Prishtina ,COMPLETED
