payment_id,order_id,amount,payment_method,payment_status,payment_date
800967,601080,732.64,card,paid,2026-08-03
800968,601081,312.95,CARD,paid,2026-05-23
800969,601082,633.84,cash,paid,2026-01-04
800970,601083,1167.8, Bank Transfer ,paid,2026-05-05
800971,601084,378.7,cash,paid,2026-08-02
800972,601085,2101.59, Bank Transfer ,paid,2026-05-16
800973,601087,1556.24,cash,paid,2026-02-14
800974,601088,219.24,bank_transfer,paid,2026-08-02
800975,601089,2697.94,CARD,paid,2026-01-19
800976,601091,653.45,bank_transfer,paid,2026-08-02
800977,601092,636.49,paypal,paid,2026-02-05
800978,601093,1124.85,paypal,paid,2026-05-06
800979,601094,200.69,card,paid,2026-04-08
800980,601095,606.06, Bank Transfer ,paid,2026-05-21
800981,601096,559.52,card,paid,2026-01-13
800982,601097,821.56,CARD,paid,2026-04-23
800983,601099,920.54,cash,paid,2026-03-26
800984,601100,572.8,CARD,paid,2026-03-11
800985,601101,2721.68, Bank Transfer ,paid,2026-05-03
800986,601103,369.92,bank_transfer,paid,2026-06-12
800987,601105,2361.61,bank_transfer,paid,2026-04-12
800988,601106,1134.8, Bank Transfer ,paid,2026-04-04
800989,601108,1835.44,CARD,paid,2026-03-24
800990,601109,670.25,paypal,paid,2026-02-17
800991,601110,3206.54,bank_transfer,paid,2026-04-09
800992,601111,564.76,CARD,paid,2026-05-29
800993,601112,3096.03,paypal,paid,2026-06-16
800994,601113,0, Bank Transfer ,failed,2026-03-04
800995,601114,948.02,paypal,paid,2026-03-29
800996,601116,1387.04,CARD,paid,2026-01-20
800997,601117,840.72,bank_transfer,paid,2026-04-11
800998,601118,2866.68,CARD,paid,2026-04-11
800999,601119,86.09,cash,paid,2026-04-23
801000,601120,817.22, Bank Transfer ,paid,2026-05-07
801001,601123,0,cash,failed,2026-06-12
801002,601124,873.62,cash,paid,2026-01-26
801003,601125,1847.46,paypal,paid,2026-08-08
801004,601126,413.49, Bank Transfer ,paid,2026-02-16
801005,601127,551.19,card,paid,2026-08-14
801006,601128,2498.14,cash,paid,2026-03-29
801007,601129,868.34,CARD,paid,2026-07-14
801008,601130,1348.9,card,paid,2026-01-07
801009,601131,1786.76,paypal,paid,2026-04-22
801010,601132,1804.75,CARD,paid,2026-06-19
801011,601133,1248.56,card,paid,2026-05-03
801012,601135,1507.06, Bank Transfer ,paid,2026-01-23
801013,601136,363.4, Bank Transfer ,paid,2026-08-06
801014,601137,1236.6,bank_transfer,paid,2026-06-04
801015,601138,2205.86,card,paid,2026-05-15
801016,601139,-1843.36,CARD,refunded,2026-07-21
801017,601140,1821.51, Bank Transfer ,paid,2026-03-14
801018,601141,979.2,card,paid,2026-05-22
801019,601142,15.36,bank_transfer,paid,2026-05-07
801020,601143,616.02,paypal,paid,2026-01-05
801021,601144,328.83, Bank Transfer ,paid,2026-01-16
801022,601145,1802.55,bank_transfer,paid,2026-04-13
801023,601146,1219.23,CARD,paid,2026-03-30
801024,601147,240.14,cash,paid,2026-08-05
801025,601148,719.98,CARD,paid,2026-01-15
801026,601149,1822.14,cash,paid,2026-05-14
801027,601150,2320.15,CARD,paid,2026-01-18
801028,601151,807.35,CARD,paid,2026-04-07
801029,601152,2028.58,CARD,paid,2026-02-12
801030,601153,846.41,paypal,paid,2026-06-13
801031,601154,1061.46,cash,paid,2026-07-21
801032,601155,227.36,bank_transfer,paid,2026-03-13
801033,601156,946.17, Bank Transfer ,paid,2026-08-04
801034,601157,3306.6, Bank Transfer ,paid,2026-08-09
801035,601158,1554.9,paypal,paid,2026-06-28
801036,601159,3161.26, Bank Transfer ,paid,2026-06-12
801037,601160,246.0,CARD,paid,2026-05-02
801038,601161,1610.26,card,paid,2026-08-08
801039,601162,2212.58, Bank Transfer ,paid,2026-03-10
801040,601163,1573.57, Bank Transfer ,paid,2026-05-27
801041,601164,4217.33,bank_transfer,paid,2026-04-30
801042,601165,825.8,cash,paid,2026-05-30
801043,601166,2298.5, Bank Transfer ,paid,2026-04-04
801044,601167,1411.16, Bank Transfer ,paid,2026-05-26
801045,601168,3023.19,cash,paid,2026-01-22
801046,601169,0,card,failed,2026-01-25
801047,601170,1383.17,paypal,paid,2026-03-18
801048,601171,88.3,cash,paid,2026-04-04
801049,601172,300.26, Bank Transfer ,paid,2026-02-28
801050,601173,2180.65,card,paid,2026-05-09
801051,601175,2175.33, Bank Transfer ,paid,2026-06-06
801052,601176,1627.1, Bank Transfer ,paid,2026-06-09
801053,601177,1346.42,bank_transfer,paid,2026-05-09
801054,601179,670.42,bank_transfer,paid,2026-05-24
801055,601180,387.0,card,paid,2026-07-09
801056,601181,2633.15,cash,paid,2026-03-01
801057,601182,496.37,CARD,paid,2026-05-22
801058,601183,1201.45,bank_transfer,paid,2026-07-01
801059,601184,3420.28, Bank Transfer ,paid,2026-05-22
801060,601186,1784.86,paypal,paid,2026-03-14
801061,601187,316.9,CARD,paid,2026-06-11
801062,601188,674.49, Bank Transfer ,paid,2026-07-04
801063,601189,835.87,paypal,paid,2026-03-03
801064,601190,1839.36, Bank Transfer ,paid,2026-05-13
801065,601191,-1556.16, Bank Transfer ,refunded,2026-05-15
801066,601192,208.82,card,paid,2026-06-14
801067,601193,2613.59,CARD,paid,2026-07-29
801068,601194,2609.85,CARD,paid,2026-01-11
801069,601195,3203.59,cash,paid,2026-04-04
801070,601196,1713.34,cash,paid,2026-07-17
801071,601197,530.43,card,paid,2026-01-18
801072,601198,1095.74,cash,paid,2026-06-29
801073,601199,475.5,cash,paid,2026-06-29
801074,601200,652.62, Bank Transfer ,paid,2026-05-30
801075,601201,2305.4,card,paid,2026-07-28
801076,601202,1171.17, Bank Transfer ,paid,2026-07-24
801077,601203,1613.11, Bank Transfer ,paid,2026-03-12
801078,601204,1030.68,bank_transfer,paid,2026-04-26
801079,601205,2340.36,bank_transfer,paid,2026-01-01
801080,601206,861.94,CARD,paid,2026-02-18
801081,601207,439.38, Bank Transfer ,paid,2026-05-10
801082,601208,1112.8,paypal,paid,2026-05-16
801083,601210,992.56,card,paid,2026-04-16
801084,601211,318.61,bank_transfer,paid,2026-02-09
801085,601212,854.24,bank_transfer,paid,2026-01-17
801086,601213,570.56,paypal,paid,2026-07-12
801087,601214,643.77, Bank Transfer ,paid,2026-03-14
801088,601215,1245.24,cash,paid,2026-04-03
801089,601216,94.52,cash,paid,2026-01-03
801090,601217,305.28, Bank Transfer ,paid,2026-03-02
801091,601218,1118.3,paypal,paid,2026-04-26
801092,601219,1873.36,cash,paid,2026-01-03
801093,601220,1070.88,cash,paid,2026-06-19
801094,601221,433.46, Bank Transfer ,paid,2026-07-15
801095,601222,1037.25,bank_transfer,paid,2026-03-05
801096,601223,1538.98,card,paid,2026-02-18
801097,601224,578.84,CARD,paid,2026-03-15
801098,601225,585.6,cash,paid,2026-04-24
801099,601226,-2194.05,cash,refunded,2026-04-17
801100,601227,1732.07,CARD,paid,2026-04-17
801101,601229,1721.85,CARD,paid,2026-05-02
801102,601231,1255.11,bank_transfer,paid,2026-07-15
801103,601232,439.12,bank_transfer,paid,2026-02-26
801104,601233,629.6,cash,paid,2026-02-28
801105,601235,294.64,card,paid,2026-02-15
801106,601236,695.28,paypal,paid,2026-07-27
801107,601237,3257.52,cash,paid,2026-04-26
801108,601238,1907.74,card,paid,2026-06-14
801109,601239,2513.85,card,paid,2026-03-06
801110,601240,1220.0,CARD,paid,2026-03-31
801111,601241,2075.34,paypal,paid,2026-01-16
801112,601242,844.01,cash,paid,2026-03-25
801113,601243,2800.6,CARD,paid,2026-02-25
801114,601244,-1676.91,card,refunded,2026-08-03
801115,601245,1783.76,card,paid,2026-07-01
801116,601246,923.5,bank_transfer,paid,2026-02-10
801117,601247,145.46,CARD,paid,2026-05-29
801118,601248,929.71,CARD,paid,2026-04-20
801119,601249,3816.17, Bank Transfer ,paid,2026-01-18
801120,601250,-2374.71,paypal,refunded,2026-01-30
801121,601252,212.21,bank_transfer,paid,2026-02-21
801122,601253,584.35,card,paid,2026-01-04
801123,601254,179.28, Bank Transfer ,paid,2026-06-22
801124,601255,140.19,card,paid,2026-06-26
801125,601256,1073.84,card,paid,2026-01-17
801126,601257,1568.31,paypal,paid,2026-07-04
801127,601258,1619.48, Bank Transfer ,paid,2026-03-24
801128,601259,2281.05,card,paid,2026-01-15
801129,601260,1736.18,card,paid,2026-06-11
801130,601261,784.64,bank_transfer,paid,2026-02-23
801131,601262,398.3,CARD,paid,2026-01-13
801132,601263,0,paypal,failed,2026-06-13
801133,601264,1475.83,paypal,paid,2026-04-26
801134,601265,865.95,bank_transfer,paid,2026-03-12
801135,601266,752.7,bank_transfer,paid,2026-02-01
801136,601267,2167.65,cash,paid,2026-02-06
801137,601268,1393.06, Bank Transfer ,paid,2026-05-13
801138,601269,1991.06,bank_transfer,paid,2026-07-18
801139,601271,1062.76,cash,paid,2026-03-21
801140,601272,564.39,bank_transfer,paid,2026-01-24
801141,601274,1672.93,paypal,paid,2026-06-26
801142,601275,2831.4, Bank Transfer ,paid,2026-05-12
801143,601276,362.49,card,paid,2026-01-21
801144,601278,1459.82,paypal,paid,2026-06-09
801145,601279,2294.21,CARD,paid,2026-04-10
801146,601280,327.48, Bank Transfer ,paid,2026-03-07
801147,601281,1453.7,cash,paid,2026-08-09
801148,601282,1917.63,CARD,paid,2026-06-23
801149,601283,1464.98,cash,paid,2026-04-16
801150,601284,4082.79,cash,paid,2026-02-11
801151,601285,168.09,bank_transfer,paid,2026-03-30
801152,601287,1600.41,bank_transfer,paid,2026-01-12
801153,601289,1710.82,card,paid,2026-02-19
801154,601290,1687.55, Bank Transfer ,paid,2026-07-17
801155,601291,1192.52,cash,paid,2026-04-28
801156,601292,365.72,paypal,paid,2026-06-19
801157,601293,385.16,paypal,paid,2026-02-10
801158,601294,324.33, Bank Transfer ,paid,2026-06-26
801159,601295,1444.86,card,paid,2026-03-11
801160,601296,1982.56,cash,paid,2026-01-01
801161,601297,1285.97,bank_transfer,paid,2026-03-13
801162,601298,1710.75, Bank Transfer ,paid,2026-06-16
801163,601299,1887.1,CARD,paid,2026-07-03
801164,601300,897.92,cash,paid,2026-07-05
801165,601301,1278.34,CARD,paid,2026-08-10
801166,601302,2476.35,CARD,paid,2026-01-22
801167,601303,1278.08,cash,paid,2026-07-02
801168,601304,889.95,CARD,paid,2026-06-25
801169,601305,422.25,cash,paid,2026-06-25
801170,601306,32.48,CARD,paid,2026-07-12
801171,601308,2177.44,card,paid,2026-07-03
801172,601309,2258.76,CARD,paid,2026-05-18
801173,601310,770.85,cash,paid,2026-03-23
801174,601313,287.59,paypal,paid,2026-06-14
801175,601314,850.11,card,paid,2026-06-21
801176,601315,0, Bank Transfer ,failed,2026-01-31
801177,601316,1135.35,cash,paid,2026-03-21
801178,601317,1797.71,paypal,paid,2026-01-19
801179,601318,858.76,paypal,paid,2026-03-27
801180,601319,522.66,card,paid,2026-07-09
801181,601320,822.44, Bank Transfer ,paid,2026-08-06
801182,601321,2233.7, Bank Transfer ,paid,2026-04-29
801183,601323,1244.14,CARD,paid,2026-05-14
801184,601324,1110.65,cash,paid,2026-01-03
801185,601325,527.8,paypal,paid,2026-06-03
801186,601326,326.25,card,paid,2026-05-19
801187,601327,4228.8,card,paid,2026-03-28
801188,601328,908.28,bank_transfer,paid,2026-06-01
801189,601329,1181.63, Bank Transfer ,paid,2026-08-02
801190,601330,4009.97,bank_transfer,paid,2026-06-04
801191,601331,1705.24,bank_transfer,paid,2026-05-17
801192,601333,2823.0,bank_transfer,paid,2026-05-06
801193,601334,698.82,CARD,paid,2026-04-18
801194,601335,380.35,CARD,paid,2026-08-04
801195,601336,2425.69,card,paid,2026-04-21
801196,601337,3246.05,card,paid,2026-02-13
801197,601338,871.88,card,paid,2026-02-07
801198,601339,346.25,cash,paid,2026-02-17
801199,601340,488.3, Bank Transfer ,paid,2026-07-19
801200,601341,2529.64,card,paid,2026-07-31
801201,601342,3950.86,CARD,paid,2026-02-10
801202,601343,1486.45,bank_transfer,paid,2026-06-05
801203,601344,643.26,cash,paid,2026-02-06
801204,601345,1065.8,bank_transfer,paid,2026-07-12
801205,601346,-1750.24, Bank Transfer ,refunded,2026-07-13
801206,601348,67.56,card,paid,2026-02-16
801207,601349,1612.54, Bank Transfer ,paid,2026-06-12
801208,601350,1735.55,cash,paid,2026-03-17
801209,601351,814.72,CARD,paid,2026-03-14
801210,601352,755.7,cash,paid,2026-04-28
801211,601353,323.85,card,paid,2026-02-28
801212,601354,152.55,paypal,paid,2026-07-26
801213,601355,72.81,paypal,paid,2026-07-08
801214,601356,2027.28,CARD,paid,2026-01-28
801215,601357,784.83,bank_transfer,paid,2026-05-30
801216,601359,592.82,CARD,paid,2026-03-14
801217,601360,532.4,cash,paid,2026-08-08
801218,601361,2391.89,paypal,paid,2026-07-06
801219,601362,2961.79, Bank Transfer ,paid,2026-06-20
801220,601363,1509.76,CARD,paid,2026-03-10
801221,601364,214.83,bank_transfer,paid,2026-04-09
801222,601365,1293.61,CARD,paid,2026-07-27
801223,601366,810.62,bank_transfer,paid,2026-06-07
801224,601368,0, Bank Transfer ,failed,2026-07-05
801225,601370,1298.73,card,paid,2026-05-13
801226,601371,991.86,CARD,paid,2026-04-26
801227,601372,1633.33,CARD,paid,2026-07-22
801228,601373,0,cash,failed,2026-07-26
801229,601374,2260.41,card,paid,2026-03-07
801230,601375,1770.05,paypal,paid,2026-07-27
801231,601376,528.63,paypal,paid,2026-07-05
801232,601377,735.16,cash,paid,2026-02-01
801233,601379,1669.52,cash,paid,2026-02-07
801234,601380,620.56,card,paid,2026-01-10
801235,601381,978.96,CARD,paid,2026-01-29
801236,601382,896.23, Bank Transfer ,paid,2026-01-21
801237,601383,-349.31,paypal,refunded,2026-03-11
801238,601384,1790.85,paypal,paid,2026-05-11
801239,601385,1763.06,CARD,paid,2026-07-01
801240,601387,606.39, Bank Transfer ,paid,2026-03-02
801241,601388,649.66, Bank Transfer ,paid,2026-02-03
801242,601389,1456.12,CARD,paid,2026-02-26
801243,601390,1328.37,bank_transfer,paid,2026-02-10
801244,601391,520.53,cash,paid,2026-04-10
801245,601392,372.72,card,paid,2026-04-02
801246,601393,1748.06,CARD,paid,2026-07-12
801247,601394,158.24,cash,paid,2026-07-17
801248,601395,2223.22, Bank Transfer ,paid,2026-04-25
801249,601396,455.59,CARD,paid,2026-07-16
801250,601397,3379.25,paypal,paid,2026-05-28
801251,601398,0,card,failed,2026-01-23
801252,601402,89.04,card,paid,2026-03-01
801253,601404,774.43,bank_transfer,paid,2026-07-15
801254,601405,1643.59,card,paid,2026-04-26
801255,601407,1480.82,bank_transfer,paid,2026-08-12
801256,601408,703.89,cash,paid,2026-02-09
801257,601409,1374.24, Bank Transfer ,paid,2026-03-07
801258,601410,1435.57,CARD,paid,2026-05-26
801259,601411,1285.56, Bank Transfer ,paid,2026-04-28
801260,601412,710.22,CARD,paid,2026-05-07
801261,601413,1929.05,cash,paid,2026-02-25
801262,601414,1439.8,paypal,paid,2026-01-23
801263,601415,1372.71,CARD,paid,2026-06-20
801264,601416,818.76, Bank Transfer ,paid,2026-05-23
801265,601419,1580.2,paypal,paid,2026-06-30
801266,601420,2574.72,card,paid,2026-04-12
801267,601421,1266.75,CARD,paid,2026-06-18
801268,601422,484.43,cash,paid,2026-02-06
801269,601423,292.0,cash,paid,2026-05-26
801270,601424,1260.68,bank_transfer,paid,2026-02-10
801271,601425,1851.57,card,paid,2026-03-14
801272,601426,799.48,cash,paid,2026-07-08
801273,601427,145.89,CARD,paid,2026-07-01
801274,601428,824.96,paypal,paid,2026-06-17
801275,601431,258.72,CARD,paid,2026-07-25
801276,601432,913.62,CARD,paid,2026-07-23
801277,601434,0,card,failed,2026-06-14
801278,601435,991.28,CARD,paid,2026-07-11
801279,601436,802.32,card,paid,2026-07-27
801280,601437,1759.53,paypal,paid,2026-01-28
801281,601438,1570.89,paypal,paid,2026-07-20
801282,601440,1841.44,card,paid,2026-07-21
801283,601441,1501.0, Bank Transfer ,paid,2026-07-02
801284,601442,1789.68, Bank Transfer ,paid,2026-01-02
801285,601443,1718.05,bank_transfer,paid,2026-07-04
801286,601444,1265.27, Bank Transfer ,paid,2026-04-15
801287,601445,1007.06, Bank Transfer ,paid,2026-06-21
801288,601446,145.61, Bank Transfer ,paid,2026-07-04
801289,601447,2129.38,card,paid,2026-04-16
801290,601448,352.76,cash,paid,2026-04-05
801291,601449,1281.65,paypal,paid,2026-01-24
801292,601451,2199.53, Bank Transfer ,paid,2026-04-11
801293,601452,1088.89,cash,paid,2026-04-14
801294,601453,271.11,bank_transfer,paid,2026-02-13
801295,601454,2399.21,CARD,paid,2026-07-27
801296,601455,-3194.46,cash,refunded,2026-03-19
801297,601457,1485.16,bank_transfer,paid,2026-06-02
801298,601458,3133.08, Bank Transfer ,paid,2026-03-05
801299,601459,773.09,card,paid,2026-04-16
801300,601460,1521.65,bank_transfer,paid,2026-06-23
801301,601461,415.08,card,paid,2026-07-23
801302,601462,497.42,CARD,paid,2026-03-20
801303,601463,-1064.76,paypal,refunded,2026-04-30
801304,601464,186.98,bank_transfer,paid,2026-05-22
801305,601465,741.63,cash,paid,2026-01-02
801306,601466,2406.24,card,paid,2026-07-03
801307,601467,677.85,CARD,paid,2026-04-01
801308,601468,1289.6,cash,paid,2026-04-29
801309,601469,2216.81,bank_transfer,paid,2026-05-14
801310,601470,367.24, Bank Transfer ,paid,2026-01-08
801311,601471,663.22,bank_transfer,paid,2026-01-10
801312,601472,117.56, Bank Transfer ,paid,2026-06-30
801313,601473,295.0,paypal,paid,2026-03-25
801314,601474,2057.0,CARD,paid,2026-01-14
801315,601475,2089.67,CARD,paid,2026-04-20
801316,601476,233.96, Bank Transfer ,paid,2026-02-27
801317,601477,712.1,CARD,paid,2026-01-17
801318,601478,1822.97,CARD,paid,2026-01-10
801319,601479,904.56,CARD,paid,2026-06-30
801320,601480,314.04,bank_transfer,paid,2026-06-22
801321,601481,1304.54,bank_transfer,paid,2026-05-07
801322,601482,753.49, Bank Transfer ,paid,2026-07-13
801323,601483,267.38,CARD,paid,2026-06-28
801324,601484,569.68,paypal,paid,2026-03-22
801325,601485,427.2, Bank Transfer ,paid,2026-04-15
801326,601486,165.69,cash,paid,2026-02-07
801327,601488,0,card,failed,2026-03-01
801328,601489,720.62, Bank Transfer ,paid,2026-05-30
801329,601490,1924.26,paypal,paid,2026-07-15
801330,601491,3020.71,card,paid,2026-04-02
801331,601494,1470.37,CARD,paid,2026-08-09
801332,601495,1407.86,CARD,paid,2026-01-04
801333,601496,2710.31,card,paid,2026-05-11
801334,601497,1784.7, Bank Transfer ,paid,2026-01-22
801335,601498,615.42,card,paid,2026-06-26
801336,601499,1669.93,CARD,paid,2026-04-27
801337,601500,3314.66,cash,paid,2026-04-17
801338,601501,1311.9,paypal,paid,2026-04-20
801339,601502,1045.89,bank_transfer,paid,2026-08-11
801340,601503,1843.21,bank_transfer,paid,2026-08-11
801341,601504,477.65,cash,paid,2026-05-08
801342,601505,-1850.79,cash,refunded,2026-07-20
801343,601506,2406.52,cash,paid,2026-01-14
801344,601507,915.84,CARD,paid,2026-06-22
801345,601508,876.42,bank_transfer,paid,2026-02-19
801346,601509,379.6, Bank Transfer ,paid,2026-04-18
801347,601510,2095.2,paypal,paid,2026-02-12
801348,601511,738.9,bank_transfer,paid,2026-05-30
801349,601512,997.65,bank_transfer,paid,2026-06-17
801350,601513,598.22,bank_transfer,paid,2026-02-10
801351,601514,414.78,CARD,paid,2026-01-12
801352,601515,143.3,CARD,paid,2026-08-04
801353,601516,799.2,card,paid,2026-07-20
801354,601518,1831.72,card,paid,2026-04-18
801355,601519,700.84,bank_transfer,paid,2026-02-27
801356,601520,408.9,paypal,paid,2026-03-08
801357,601522,495.42,cash,paid,2026-08-04
801358,601523,2172.8, Bank Transfer ,paid,2026-04-17
801359,601524,2773.31,bank_transfer,paid,2026-04-08
801360,601526,1495.56,card,paid,2026-03-05
801361,601527,1155.58,cash,paid,2026-03-24
801362,601528,1227.84,bank_transfer,paid,2026-05-25
801363,601529,1164.49,CARD,paid,2026-05-18
801364,601530,624.33,bank_transfer,paid,2026-01-23
801365,601531,1111.81,card,paid,2026-06-05
801366,601532,1225.49,paypal,paid,2026-04-18
801367,601533,1185.65,CARD,paid,2026-05-21
801368,601534,2807.63,card,paid,2026-05-08
801369,601535,2194.93,card,paid,2026-03-22
801370,601536,1269.17,bank_transfer,paid,2026-04-01
801371,601537,306.86, Bank Transfer ,paid,2026-01-04
801372,601538,807.33, Bank Transfer ,paid,2026-05-23
801373,601539,1607.17,card,paid,2026-08-06
801374,601540,1046.51,CARD,paid,2026-06-24
801375,601541,2935.84, Bank Transfer ,paid,2026-07-20
801376,601542,968.8,cash,paid,2026-03-28
801377,601543,1077.21,CARD,paid,2026-01-07
801378,601545,1191.34,cash,paid,2026-06-18
801379,601546,2098.72,CARD,paid,2026-08-12
801380,601548,829.65,CARD,paid,2026-07-14
801381,601549,0,cash,failed,2026-06-14
801382,601550,3082.48,bank_transfer,paid,2026-04-10
801383,601551,2201.41,paypal,paid,2026-06-12
801384,601552,1749.47,bank_transfer,paid,2026-05-21
801385,601553,467.03,cash,paid,2026-05-21
801386,601554,463.96,card,paid,2026-02-11
801387,601555,2141.76,card,paid,2026-06-07
801388,601556,1492.36,bank_transfer,paid,2026-06-28
801389,601557,2066.72,cash,paid,2026-06-03
801390,601558,2084.78,cash,paid,2026-04-10
801391,601559,2425.89,bank_transfer,paid,2026-06-17
801392,601560,588.69,bank_transfer,paid,2026-01-05
801393,601561,1385.0, Bank Transfer ,paid,2026-01-13
801394,601562,2896.94,paypal,paid,2026-02-18
801395,601563,1315.92,cash,paid,2026-07-28
801396,601564,0,card,failed,2026-05-30
801397,601565,1749.86,card,paid,2026-03-03
801398,601566,381.4,card,paid,2026-01-20
801399,601567,1687.85,card,paid,2026-04-15
801400,601568,421.68,card,paid,2026-08-11
801401,601570,1480.44,bank_transfer,paid,2026-06-08
801402,601571,883.27,cash,paid,2026-07-28
801403,601572,1249.55,card,paid,2026-04-04
801404,601573,2736.34,bank_transfer,paid,2026-01-31
801405,601574,719.41, Bank Transfer ,paid,2026-04-13
801406,601575,3003.93,card,paid,2026-04-03
801407,601576,2121.29,cash,paid,2026-03-21
801408,601577,554.77,card,paid,2026-03-23
801409,601578,1932.08,CARD,paid,2026-02-08
801410,601579,637.71,cash,paid,2026-06-06
801411,601581,1398.9, Bank Transfer ,paid,2026-06-25
801412,601582,655.44,cash,paid,2026-07-08
801413,601583,614.06,bank_transfer,paid,2026-05-11
801414,601584,0,CARD,failed,2026-01-23
801415,601585,763.54, Bank Transfer ,paid,2026-05-28
801416,601586,1902.85,bank_transfer,paid,2026-02-05
801417,601587,2045.03,CARD,paid,2026-06-03
801418,601588,1757.11, Bank Transfer ,paid,2026-06-06
801419,601589,1561.6,cash,paid,2026-03-04
801420,601590,1309.87,CARD,paid,2026-01-27
801421,601592,426.08,cash,paid,2026-03-10
801422,601594,-2231.51,CARD,refunded,2026-05-25
801423,601595,1332.5,CARD,paid,2026-06-09
801424,601596,2006.62, Bank Transfer ,paid,2026-05-31
801425,601597,584.2,cash,paid,2026-03-15
801426,601598,677.08,cash,paid,2026-04-28
801427,601599,391.77,card,paid,2026-06-28
801428,601600,167.86, Bank Transfer ,paid,2026-07-18
801429,601601,236.34, Bank Transfer ,paid,2026-01-05
801430,601602,1070.08, Bank Transfer ,paid,2026-05-12
801431,601603,1228.8,CARD,paid,2026-04-17
801432,601604,4005.35,paypal,paid,2026-01-08
801433,601605,990.63, Bank Transfer ,paid,2026-05-23
801434,601606,314.89,card,paid,2026-06-22
801435,601607,748.62,cash,paid,2026-05-19
801436,601608,278.0,paypal,paid,2026-04-30
801437,601609,990.86, Bank Transfer ,paid,2026-07-18
801438,601610,1521.9,bank_transfer,paid,2026-06-28
801439,601611,1028.78,paypal,paid,2026-05-07
801440,601612,208.13,bank_transfer,paid,2026-06-04
801441,601613,2402.08, Bank Transfer ,paid,2026-02-17
801442,601614,693.84,CARD,paid,2026-02-12
801443,601615,2448.67, Bank Transfer ,paid,2026-04-18
801444,601616,1529.7, Bank Transfer ,paid,2026-08-11
801445,601617,410.94,CARD,paid,2026-07-29
801446,601618,2795.67, Bank Transfer ,paid,2026-07-17
801447,601619,1296.27,paypal,paid,2026-04-06
801448,601620,636.81,CARD,paid,2026-04-26
801449,601621,2051.44,card,paid,2026-05-05
801450,601622,974.75,card,paid,2026-01-17
801451,601623,527.98,paypal,paid,2026-06-11
801452,601624,-1790.87,card,refunded,2026-07-07
801453,601625,312.51,CARD,paid,2026-03-12
801454,601626,628.82,bank_transfer,paid,2026-02-05
801455,601627,1884.6,CARD,paid,2026-01-20
801456,601628,1537.0,paypal,paid,2026-04-07
801457,601629,1852.88,card,paid,2026-01-15
801458,601630,0, Bank Transfer ,failed,2026-06-01
801459,601631,1365.2,CARD,paid,2026-04-11
801460,601632,2467.54, Bank Transfer ,paid,2026-01-09
801461,601633,1153.89,cash,paid,2026-08-06
801462,601634,871.19,paypal,paid,2026-04-28
801463,601635,1329.7,cash,paid,2026-05-20
801464,601636,495.95,cash,paid,2026-01-05
801465,601637,-3470.0, Bank Transfer ,refunded,2026-01-06
801466,601638,3266.71,cash,paid,2026-07-17
801467,601639,3814.14,CARD,paid,2026-03-18
801468,601640,2159.83,card,paid,2026-05-07
801469,601642,2208.74,bank_transfer,paid,2026-03-27
801470,601643,0,paypal,failed,2026-04-05
801471,601644,0,cash,failed,2026-01-23
801472,601645,1919.07,cash,paid,2026-01-19
801473,601646,824.65,cash,paid,2026-01-22
801474,601649,793.65,card,paid,2026-08-05
801475,601650,205.72,CARD,paid,2026-04-25
801476,601651,1687.68,bank_transfer,paid,2026-06-09
801477,601652,420.2,cash,paid,2026-03-20
801478,601653,-1439.79,bank_transfer,refunded,2026-04-24
801479,601654,1035.9,paypal,paid,2026-05-05
801480,601655,3683.93,CARD,paid,2026-07-02
801481,601656,1964.13,CARD,paid,2026-03-06
801482,601657,3982.19,cash,paid,2026-08-03
801483,601658,3593.9,CARD,paid,2026-04-03
801484,601659,696.64,paypal,paid,2026-01-08
801485,601660,-666.74,cash,refunded,2026-07-04
801486,601661,1713.32,card,paid,2026-07-15
801487,601662,1151.04, Bank Transfer ,paid,2026-04-01
801488,601663,223.28, Bank Transfer ,paid,2026-06-10
801489,601665,229.43, Bank Transfer ,paid,2026-05-31
801490,601666,232.6,bank_transfer,paid,2026-05-25
801491,601667,755.32,paypal,paid,2026-07-14
801492,601668,774.55, Bank Transfer ,paid,2026-05-17
801493,601669,952.35,cash,paid,2026-06-02
801494,601670,689.6,cash,paid,2026-08-06
801495,601671,4247.19,bank_transfer,paid,2026-07-28
801496,601672,1049.68,cash,paid,2026-06-12
801497,601673,389.58,bank_transfer,paid,2026-03-03
801498,601674,1977.27,card,paid,2026-01-06
801499,601675,855.55,cash,paid,2026-01-08
801500,601676,2042.63,cash,paid,2026-01-20
801501,601677,118.84,card,paid,2026-04-20
801502,601678,196.14,card,paid,2026-04-24
801503,601679,1929.26,paypal,paid,2026-05-21
801504,601680,2312.79,card,paid,2026-04-25
801505,601681,1720.99,bank_transfer,paid,2026-07-11
801506,601682,-570.84, Bank Transfer ,refunded,2026-08-06
801507,601683,33.51,cash,paid,2026-03-10
801508,601684,57.3,bank_transfer,paid,2026-04-02
801509,601685,1852.34, Bank Transfer ,paid,2026-07-25
801510,601686,1631.05,CARD,paid,2026-03-09
801511,601687,1931.39,bank_transfer,paid,2026-04-01
801512,601688,850.04,cash,paid,2026-07-13
801513,601689,1535.14,cash,paid,2026-06-13
801514,601690,1907.39,CARD,paid,2026-05-10
801515,601691,773.52,CARD,paid,2026-02-21
801516,601692,1958.15,paypal,paid,2026-04-10
