order_item_id,order_id,product_id,quantity,unit_price
1858,600765,3059,1,211.65
1859,600766,3068,3,78.42
1860,600766,3020,5,264.34
1861,600766,3056,3,169.34
1862,600767,3023,3,156.49
1863,600767,3031,1,253.53
1864,600767,3006,3,174.09
1865,600767,3061,5,145.3
1866,600768,3070,3,77.43
1867,600768,3076,1,133.53
1868,600769,3037,5,90.56
1869,600769,3055,2,122.2
1870,600770,3061,1,152.91
1871,600770,3005,5,93.54
1872,600770,3080,2,151.22
1873,600771,3047,3,253.94
1874,600771,3025,4,140.99
1875,600771,3027,5,278.18
1876,600772,3034,4,21.81
1877,600772,3038,3,346.04
1878,600773,3039,2,33.51
1879,600773,3054,4,259.58
1880,600774,3023,1,31.76
1881,600774,3024,5,210.65
1882,600774,3027,1,145.42
1883,600775,3039,5,269.6
1884,600775,3047,2,67.72
1885,600775,3046,2,28.61
1886,600776,3050,2,216.08
1887,600776,3055,2,347.78
1888,600776,3064,1,190.69
1889,600777,3044,3,97.95
1890,600777,3006,5,72.7
1891,600777,3013,5,280.88
1892,600777,3012,3,245.94
1893,600778,3019,4,321.51
1894,600778,3028,3,314.75
1895,600778,3027,4,311.42
1896,600778,3032,4,70.32
1897,600779,3028,1,70.52
1898,600779,3052,3,254.09
1899,600779,3052,5,118.25
1900,600780,3047,3,243.87
1901,600780,3074,5,189.59
1902,600780,3061,5,127.56
1903,600780,3076,5,12.65
1904,600781,3072,1,260.95
1905,600781,3012,1,289.01
1906,600782,3011,4,125.99
1907,600782,3054,2,110.7
1908,600782,3059,2,161.83
1909,600782,3066,3,236.38
1910,600783,3054,3,118.39
1911,600783,3024,3,54.74
1912,600784,3068,2,330.02
1913,600784,3068,2,209.17
1914,600784,3049,4,167.14
1915,600784,3018,2,251.5
1916,600785,3044,1,252.73
1917,600785,3022,4,107.85
1918,600786,3019,5,333.97
1919,600786,3021,4,205.99
1920,600787,3052,5,99.98
1921,600787,3017,5,197.62
1922,600787,3053,1,165.62
1923,600788,3019,2,106.54
1924,600788,3009,2,39.42
1925,600789,3025,4,5.55
1926,600790,3018,1,244.02
1927,600790,3038,3,210.56
1928,600791,3063,3,175.5
1929,600791,3050,5,268.68
1930,600791,3018,5,43.76
1931,600792,3054,1,25.31
1932,600792,3015,3,212.06
1933,600792,3044,1,291.66
1934,600793,3074,3,332.32
1935,600793,3034,3,66.12
1936,600793,3038,5,172.74
1937,600793,3006,5,25.98
1938,600794,3020,4,122.61
1939,600795,3065,4,347.84
1940,600796,3079,5,129.87
1941,600797,3060,4,39.08
1942,600797,3009,5,54.37
1943,600797,3055,2,45.66
1944,600797,3030,1,289.44
1945,600798,3068,4,140.55
1946,600798,3071,5,57.92
1947,600798,3004,5,264.95
1948,600798,3002,0,338.13
1949,600799,3003,1,51.72
1950,600800,3077,1,70.56
1951,600801,3074,5,71.26
1952,600802,3049,4,153.55
1953,600802,3038,5,271.32
1954,600802,3007,4,330.25
1955,600803,3005,5,340.68
1956,600803,3033,5,74.68
1957,600804,3061,2,123.97
1958,600804,3074,1,50.11
1959,600805,3018,1,245.6
1960,600805,3043,2,259.47
1961,600805,3002,2,150.66
1962,600806,3059,2,245.9
1963,600806,3079,3,128.22
1964,600807,3079,4,10.39
1965,600807,3064,3,242.93
1966,600807,3063,5,111.19
1967,600807,3066,1,121.93
1968,600808,3066,5,141.87
1969,600808,3017,3,224.08
1970,600809,3018,3,267.16
1971,600810,3076,5,148.98
1972,600811,3019,4,285.07
1973,600811,3072,5,50.86
1974,600812,3032,5,67.35
1975,600813,3066,5,334.05
1976,600814,3026,1,206.46
1977,600814,3063,5,277.56
1978,600814,3014,4,341.48
1979,600815,3078,1,34.05
1980,600815,3065,3,16.89
1981,600815,3066,2,218.99
1982,600816,3065,2,224.15
1983,600816,3020,1,278.53
1984,600816,3016,2,283.31
1985,600817,3073,1,335.13
1986,600817,3048,2,161.06
1987,600818,3038,5,196.23
1988,600818,3020,4,202.33
1989,600819,3051,4,193.75
1990,600819,3065,3,51.25
1991,600819,3029,4,75.35
1992,600820,3028,4,227.35
1993,600820,3007,1,45.83
1994,600820,3023,5,311.27
1995,600820,3007,1,76.84
1996,600821,3054,2,190.29
1997,600821,3023,5,152.06
1998,600822,3025,5,159.74
1999,600822,3026,1,344.03
2000,600822,3050,5,255.21
2001,600823,3021,3,159.94
2002,600824,3005,3,328.8
2003,600824,3002,3,67.59
2004,600824,3044,1,185.55
2005,600825,3032,3,184.78
2006,600825,3035,5,194.12
2007,600826,3065,4,290.28
2008,600826,3079,1,338.65
2009,600826,3062,4,178.5
2010,600827,3022,5,258.85
2011,600827,3047,1,47.06
2012,600828,3051,1,185.22
2013,600829,3013,3,231.69
2014,600830,3029,3,131.16
2015,999999,3077,4,42.07
2016,600831,3002,1,68.92
2017,600831,3021,2,149.95
2018,600832,3072,2,218.79
2019,600833,3011,4,275.33
2020,600833,3043,2,331.5
2021,600834,3049,5,259.73
2022,600835,3054,1,117.5
2023,600835,3073,0,25.62
2024,600835,3033,5,55.65
2025,600835,3036,5,290.86
2026,600836,3042,5,72.79
2027,600836,3010,5,252.07
2028,600837,3009,3,52.84
2029,600838,3011,2,309.69
2030,600838,3019,4,294.6
2031,600838,3059,2,249.91
2032,600838,3069,4,79.73
2033,600839,3027,3,239.35
2034,600840,3077,4,227.67
2035,600840,3048,2,28.12
2036,600841,3029,4,197.01
2037,600841,3058,5,77.03
2038,600842,3040,2,30.05
2039,600842,3061,1,9.63
2040,600842,3048,4,323.07
2041,600843,3022,2,333.14
2042,600843,3047,4,110.47
2043,600843,3062,2,261.85
2044,600844,3060,1,120.06
2045,600844,3008,3,282.64
2046,600845,3038,2,173.96
2047,600846,3049,2,290.14
2048,600846,3055,3,278.05
2049,600846,3057,1,273.75
2050,600846,3024,1,329.6
2051,600847,3038,2,304.4
2052,600848,3050,5,73.71
2053,600849,3067,1,100.98
2054,600849,3074,2,135.97
2055,600849,3062,3,325.78
2056,600849,3039,2,105.36
2057,600850,3023,2,184.09
2058,600850,3016,2,37.91
2059,600850,3003,1,304.3
2060,600851,3059,1,73.1
2061,600851,3040,1,26.51
2062,600851,3072,3,346.2
2063,600851,3046,1,119.17
2064,600852,3035,1,149.0
2065,600852,3027,1,196.01
2066,600852,3067,4,68.55
2067,600852,3069,2,169.51
2068,600853,3046,4,206.15
2069,600853,3017,5,98.63
2070,600853,3048,3,269.8
2071,600853,3065,1,303.91
2072,600854,3031,1,51.75
2073,600854,3059,5,141.14
2074,600855,3058,5,172.87
2075,600856,3036,2,324.06
2076,600856,3080,2,33.18
2077,600857,3007,3,250.85
2078,600858,3015,3,285.4
2079,600859,3075,1,168.17
2080,600860,3028,3,33.77
2081,600860,3008,2,67.89
2082,600861,3005,0,134.35
2083,600862,3079,5,21.04
2084,600862,3007,4,93.85
2085,600862,3014,5,197.05
2086,600862,3049,4,84.45
2087,600863,3031,5,116.85
2088,600863,3071,2,155.82
2089,600864,3024,5,46.53
2090,600864,3075,5,120.04
2091,600864,3048,0,18.81
2092,600865,3019,2,139.03
2093,600865,3017,1,222.67
2094,600865,3068,3,73.95
2095,600866,3048,3,7.84
2096,600867,3080,2,99.77
2097,600867,3022,2,241.5
2098,600868,3001,1,255.51
2099,600868,3018,1,42.28
2100,600868,3003,1,9.55
2101,600869,3047,1,190.41
2102,600869,3008,3,104.92
2103,600870,3044,5,80.81
2104,600870,3008,2,203.51
2105,600870,3052,2,245.96
2106,600870,3008,5,108.62
2107,600871,3072,3,276.92
2108,600871,3079,1,236.74
2109,600871,3057,1,211.96
2110,600871,3002,2,233.61
2111,600872,3028,4,76.94
2112,600872,3041,5,178.21
2113,600872,3017,5,150.47
2114,600872,3063,2,96.16
2115,600873,3009,1,232.99
2116,600873,3045,2,128.96
2117,600873,3061,3,231.63
2118,600873,3005,2,69.56
2119,600874,3020,4,57.77
2120,600875,3034,1,323.01
2121,600875,3071,1,121.57
2122,600876,3046,5,215.26
2123,600877,3050,3,66.61
2124,600877,3065,5,116.51
2125,600878,3050,2,88.09
2126,600878,3047,4,33.48
2127,600879,3078,1,331.78
2128,600880,3028,5,245.22
2129,600880,3034,2,272.7
2130,600880,3069,2,306.92
2131,600881,3008,3,119.21
2132,600881,3045,2,202.75
2133,600882,3070,3,263.61
2134,600882,3061,5,27.71
2135,600882,3025,4,310.64
2136,600882,3072,1,64.15
2137,600883,3053,1,300.21
2138,600883,3057,1,260.55
2139,600884,9999,2,239.59
2140,600884,3058,4,206.05
2141,600884,3006,5,144.8
2142,600884,3063,3,75.26
2143,600885,3062,4,155.92
2144,600886,3016,3,294.07
2145,600886,3006,3,256.44
2146,600886,3079,3,18.4
2147,600887,3061,3,183.05
2148,600887,3042,2,127.38
2149,600887,3064,5,91.54
2150,600888,3013,1,264.17
2151,600889,3037,4,111.64
2152,600890,3034,3,229.22
2153,600890,3035,3,323.34
2154,600890,3016,5,247.4
2155,600890,3020,3,18.5
2156,600891,3009,3,309.02
2157,600892,3045,2,148.8
2158,600892,3053,3,114.65
2159,600892,3054,3,54.87
2160,600892,3054,1,198.69
2161,600893,3067,1,126.22
2162,600893,3029,5,263.2
2163,600894,3070,5,50.29
2164,600895,3006,3,240.74
2165,600895,3036,2,160.62
2166,600896,3051,1,45.62
2167,600896,3077,4,114.45
2168,600897,3010,5,333.87
2169,600897,3020,3,33.0
2170,600897,3075,5,89.57
2171,600897,3024,4,158.29
2172,600898,3026,4,287.1
2173,600898,3008,5,138.79
2174,600899,3065,5,299.75
2175,600899,3044,5,34.35
2176,600899,3013,4,184.7
2177,600900,3074,4,88.64
2178,600900,3039,3,35.97
2179,600900,3026,5,210.7
2180,600900,3022,4,273.89
2181,600901,3026,4,336.76
2182,600901,3068,2,321.51
2183,600901,3020,5,251.62
2184,600902,3012,3,26.92
2185,600902,3023,3,268.18
2186,600903,3004,2,96.63
2187,600903,3069,2,185.56
2188,600904,3008,2,118.39
2189,600904,3005,2,332.29
2190,600904,3066,3,173.37
2191,600905,3042,2,274.29
2192,600906,3050,3,16.81
2193,600906,3067,4,316.91
2194,600907,3042,5,39.47
2195,600907,3020,2,14.99
2196,600907,3026,4,22.52
2197,600907,3004,5,273.75
2198,600908,3039,5,290.88
2199,600909,3010,3,150.65
2200,600909,3013,2,76.13
2201,600909,3004,3,92.16
2202,600909,3043,3,245.33
2203,600910,3025,3,143.81
2204,600910,3008,1,157.99
2205,600910,3022,3,252.46
2206,600910,3036,2,117.97
2207,600911,3019,2,38.73
2208,600911,3016,4,280.59
2209,600911,3023,1,69.31
2210,600912,3037,4,230.41
2211,600912,3070,3,143.84
2212,600913,3031,5,207.68
2213,600913,3048,2,191.62
2214,600913,3024,2,242.53
2215,600914,9999,5,127.85
2216,600914,3072,4,187.5
2217,600914,3069,3,250.72
2218,600914,3028,4,143.76
2219,600915,3062,2,126.4
2220,600915,3022,1,328.03
2221,600915,3040,1,259.48
2222,600915,3034,1,94.3
2223,600916,3051,4,46.14
2224,600917,3025,5,124.11
2225,600917,3007,5,347.4
2226,600917,3012,1,126.29
2227,600917,3002,3,174.26
2228,600918,3003,1,93.11
2229,600919,3021,2,63.18
2230,600919,3045,2,342.1
2231,600919,3076,5,168.23
2232,600920,3035,5,236.16
2233,600920,3044,2,332.14
2234,600920,3026,3,93.14
2235,600921,3074,4,294.25
2236,600922,3041,4,38.89
2237,600923,3068,1,59.52
2238,600923,3034,1,53.73
2239,600923,3027,4,18.31
2240,600924,3037,5,284.95
2241,600925,3046,3,11.66
2242,600925,3049,4,278.83
2243,600926,3009,1,319.42
2244,600926,3034,1,94.66
2245,600926,3074,4,251.6
2246,600927,3009,2,94.83
2247,600927,3026,3,156.83
2248,600927,3002,5,349.44
2249,600928,3028,5,223.56
2250,600928,3018,2,266.0
2251,600928,3026,1,54.8
2252,600929,3010,1,161.43
2253,600929,3077,5,266.2
2254,600929,3073,1,47.13
2255,600930,3016,4,347.11
2256,600930,3026,2,48.23
2257,600930,3026,4,130.8
2258,600930,3037,5,143.37
2259,600931,3080,1,228.8
2260,600931,3021,2,320.16
2261,600931,3068,4,108.52
2262,600931,3049,1,157.77
2263,600932,3071,3,234.34
2264,600932,3034,4,218.63
2265,600933,3016,4,304.76
2266,600933,3057,1,313.25
2267,600933,3002,4,102.57
2268,600934,3043,1,182.29
2269,600934,3080,5,23.41
2270,600934,3004,4,144.61
2271,600935,3002,5,69.97
2272,600935,3054,5,236.1
2273,600935,3059,3,192.86
2274,600935,3020,1,58.06
2275,600936,3057,2,174.31
2276,600937,3065,2,87.25
2277,600937,3066,2,148.81
2278,600937,3026,5,79.36
2279,600937,3010,4,270.06
2280,600938,3062,5,139.77
2281,600939,3038,3,296.87
2282,600939,3018,3,321.32
2283,600939,3045,4,337.19
2284,600939,3069,4,337.66
2285,600940,3050,1,201.5
2286,600940,3001,1,265.16
2287,600940,3050,2,14.97
2288,600941,3022,5,25.8
2289,600942,3031,2,259.92
2290,600942,3053,5,82.83
2291,600942,3004,5,237.11
2292,600943,3050,4,170.16
2293,600943,3036,1,251.58
2294,600943,3026,3,228.39
2295,600943,3023,1,75.9
2296,600944,3041,4,120.29
2297,600944,3049,1,263.67
2298,600945,3052,4,38.91
2299,600945,3043,5,73.87
2300,600946,3001,3,173.08
2301,600946,3061,3,77.36
2302,600946,3039,5,278.98
2303,600946,3027,1,104.24
2304,600947,3019,3,203.33
2305,600948,3077,3,15.94
2306,600948,3035,1,194.83
2307,600948,3036,2,50.04
2308,600948,3074,3,90.29
2309,600949,3004,3,282.15
2310,600949,3022,4,280.58
2311,600949,3037,1,344.49
2312,600950,3074,2,280.53
2313,600950,3037,5,194.09
2314,600950,3006,4,202.33
2315,600951,3077,2,90.69
2316,600952,3005,3,232.74
2317,600952,3059,3,331.16
2318,600953,3013,2,85.34
2319,600953,3047,5,100.61
2320,600953,3067,1,52.33
2321,600954,3061,5,332.49
2322,600954,3003,2,219.05
2323,600954,3036,2,147.36
2324,600955,3011,5,62.68
2325,600956,3014,5,292.43
2326,600957,3076,1,82.16
2327,600958,3011,3,115.48
2328,600958,3039,4,21.54
2329,600959,3039,4,190.37
2330,600959,3067,5,100.13
2331,600959,3066,5,262.8
2332,600960,3048,3,191.86
2333,600961,3045,1,105.86
2334,600961,3037,1,61.85
2335,600961,3072,3,267.9
2336,600961,3012,1,315.57
2337,600962,3068,1,145.18
2338,600963,3067,2,127.72
2339,600963,3077,2,41.22
2340,600963,3011,3,172.07
2341,600964,3025,5,70.87
2342,600964,3033,5,338.69
2343,600964,3066,4,334.87
2344,600965,3048,1,233.54
2345,600966,3070,2,174.38
2346,600967,3052,3,68.8
2347,600967,3045,3,302.84
2348,600967,3016,4,11.79
2349,600968,3041,3,189.56
2350,600968,3060,1,98.7
2351,600969,3048,2,34.79
2352,600969,3064,3,183.65
2353,600969,3080,3,54.05
2354,600970,3024,2,324.5
2355,600970,3026,3,256.09
2356,600970,3014,3,127.16
2357,600970,3021,2,138.36
2358,600971,3031,3,154.45
2359,600972,3058,5,34.15
2360,600972,3080,4,206.95
2361,600972,3080,1,101.62
2362,600972,3075,3,253.61
2363,600973,3063,2,221.72
2364,600973,3037,4,76.79
2365,600973,3020,3,235.91
2366,600974,3049,4,28.11
2367,600974,3004,5,56.58
2368,600974,3028,5,291.23
2369,600974,3040,1,308.73
2370,600975,3037,4,156.38
2371,600976,3025,3,333.52
2372,600976,3041,2,243.92
2373,600977,3060,3,77.22
2374,600977,3031,2,174.56
2375,600978,3061,5,132.74
2376,600978,3073,2,168.75
2377,600978,3055,3,67.88
2378,600979,3011,2,113.23
2379,600979,3063,3,242.23
2380,600979,3039,3,97.54
2381,600979,3006,4,172.64
2382,600980,3011,4,131.66
2383,600980,3073,1,269.75
2384,600980,3042,1,347.22
2385,600980,3032,2,303.14
2386,600981,3071,4,304.5
2387,600982,3050,5,186.56
2388,600982,3069,5,336.36
2389,600982,3011,5,258.02
2390,600983,3043,1,138.67
2391,600983,3001,5,45.19
2392,600983,3024,4,337.04
2393,600983,3052,2,46.41
2394,600984,3053,4,255.86
2395,600984,3031,3,48.42
2396,600984,3072,5,213.43
2397,600985,3029,3,343.53
2398,600985,3032,1,95.02
2399,600985,3039,1,212.91
2400,600985,3072,2,201.21
2401,600986,3067,5,158.96
2402,600986,3045,3,29.02
2403,600987,3055,2,258.33
2404,600988,3047,3,125.1
2405,600988,3022,1,71.71
2406,600988,3060,3,24.23
2407,600988,3071,2,131.37
2408,600989,3075,2,87.91
2409,600990,3032,5,189.36
2410,600991,3047,1,299.95
2411,600992,3007,3,35.78
2412,600992,3024,4,149.25
2413,600992,3042,2,241.88
2414,600993,3022,5,89.86
2415,600993,3045,4,329.34
2416,600993,3007,3,245.66
2417,600994,3066,2,264.21
2418,600994,3042,1,244.89
2419,600994,3071,1,157.89
2420,600995,3004,1,13.65
2421,600996,3014,1,62.71
2422,600996,3057,4,43.45
2423,600997,3038,2,70.0
2424,600997,3027,4,273.71
2425,600997,3071,2,158.59
2426,600997,3074,5,90.62
2427,600998,3071,1,23.15
2428,600998,3058,4,339.85
2429,600998,3014,0,291.58
2430,600999,3063,5,38.19
2431,600999,3005,1,252.27
2432,600999,3072,5,43.5
2433,601000,3037,2,287.58
2434,601001,3072,1,326.4
2435,601001,3031,2,181.9
2436,601001,3050,3,279.16
2437,601001,3022,3,256.64
2438,601002,3026,1,62.47
2439,601002,3080,2,209.47
2440,601002,3052,5,148.93
2441,601003,3033,1,171.15
2442,601003,3049,4,184.33
2443,601004,3039,2,236.62
2444,601004,3057,2,318.58
2445,601004,3034,2,253.19
2446,601005,3067,2,125.25
2447,601005,3053,5,254.94
2448,601006,3075,5,58.77
2449,601007,3011,2,160.29
2450,601007,3053,1,105.85
2451,601007,3025,4,161.19
2452,601008,3017,4,247.54
2453,601008,3053,5,320.65
2454,601008,3050,2,139.82
2455,601009,3018,2,108.07
2456,601010,3015,2,12.98
2457,601010,3044,1,68.1
2458,601010,3072,4,100.68
2459,601011,3061,2,267.85
2460,601011,3059,4,200.26
2461,601012,3018,2,223.57
2462,601013,3054,2,159.8
2463,601013,3047,4,139.75
2464,601014,3020,1,136.2
2465,601014,3052,5,213.55
2466,601015,3030,4,106.93
2467,601015,3045,1,100.16
2468,601016,3044,2,107.18
2469,601016,3042,3,102.93
2470,601016,3056,5,52.0
2471,601017,3007,3,98.75
2472,601018,3021,4,246.31
2473,601018,3007,0,194.71
2474,601018,3067,1,263.51
2475,601018,3021,2,104.12
2476,601019,3080,5,143.49
2477,601019,3028,1,90.84
2478,601019,3034,2,287.84
2479,601020,3009,1,32.77
2480,601020,3058,2,233.75
2481,601021,3008,3,159.52
2482,601021,3044,3,20.32
2483,601021,3020,3,114.66
2484,601022,3032,4,102.92
2485,601022,3046,2,94.5
2486,601022,3003,5,37.38
2487,601022,3002,4,339.92
2488,601023,3051,1,118.72
2489,601023,3076,1,92.25
2490,601023,3068,4,265.73
2491,601024,3072,1,153.64
2492,601025,3071,1,249.96
2493,601026,3005,4,108.19
2494,601026,3032,2,177.03
2495,601026,3029,5,79.04
2496,601026,3058,3,296.93
2497,601027,3044,5,228.71
2498,601027,3072,5,111.25
2499,601027,3004,5,175.06
2500,601027,3074,3,117.49
2501,601028,3028,5,255.16
2502,601029,3046,1,344.74
2503,601029,3036,3,302.93
2504,601029,3016,5,187.32
2505,601030,3056,2,55.77
2506,601030,3011,1,333.34
2507,601030,3065,4,128.33
2508,601031,3034,3,161.92
2509,601031,3015,2,309.5
2510,601031,3041,3,178.09
2511,601032,3042,3,106.15
2512,601032,3065,1,232.17
2513,601033,3080,4,81.69
2514,601033,3060,2,72.5
2515,601033,3005,5,312.71
2516,601034,3064,2,180.22
2517,601034,3076,3,215.94
2518,601035,3070,4,300.91
2519,601035,3060,4,317.54
2520,601035,3014,2,47.54
2521,601035,3064,0,88.24
2522,601036,3044,4,46.49
2523,601036,3013,1,155.07
2524,601036,3070,3,37.66
2525,601037,3025,4,237.65
2526,601037,3058,1,205.19
2527,601038,3055,5,64.33
2528,601038,3071,5,79.95
2529,601039,3039,2,259.6
2530,601039,3043,5,335.53
2531,601040,3022,4,210.07
2532,601040,3002,4,119.21
2533,601041,3073,2,10.51
2534,601041,3061,2,287.57
2535,601042,3044,4,230.58
2536,601042,3009,4,92.56
2537,601042,3044,4,169.65
2538,601042,3074,2,107.14
2539,601043,3038,1,242.06
2540,601043,3075,5,105.02
2541,601043,3022,2,53.1
2542,601044,3050,2,20.88
2543,601045,3009,5,276.72
2544,601045,3019,1,149.65
2545,601045,3028,5,296.8
2546,601046,3052,5,311.38
2547,601046,3034,4,341.33
2548,601046,3050,2,212.05
2549,601046,3033,4,103.88
2550,601047,3043,2,268.05
2551,601048,3020,5,326.02
2552,601049,3037,3,114.76
2553,601050,3061,1,253.29
2554,601050,3022,4,206.9
2555,601050,3003,5,6.36
2556,601051,3075,1,130.73
2557,601052,3080,5,178.42
2558,601052,3074,5,149.19
2559,601053,3070,5,173.09
2560,601053,3024,2,243.88
2561,601053,3061,2,266.28
2562,601054,3042,2,8.73
2563,601055,3066,1,243.2
2564,601055,3025,1,199.05
2565,601056,3048,4,266.8
2566,601056,3017,4,64.47
2567,601056,3034,5,179.13
2568,601056,3068,2,-293.4
2569,601057,3005,2,142.87
2570,601057,3030,1,21.41
2571,601057,3020,5,337.49
2572,601057,3011,4,272.8
2573,601058,3069,5,14.89
2574,601058,3051,5,268.29
2575,601058,3008,4,238.55
2576,601058,3029,1,300.36
2577,601059,3009,4,61.75
2578,601060,3069,5,77.71
2579,601060,3033,3,93.16
2580,601061,3020,3,22.75
2581,601061,3061,5,277.45
2582,601061,3041,2,198.69
2583,601061,3006,1,64.84
2584,601062,3066,3,298.77
2585,601062,3033,5,24.2
2586,601062,3061,2,289.22
2587,601062,3065,1,213.89
2588,601063,3066,2,141.75
2589,601063,3077,5,236.32
2590,601063,3074,2,242.5
2591,601064,3020,4,162.82
2592,601064,3067,1,212.68
2593,601065,3071,3,41.03
2594,601065,3014,3,244.48
2595,601066,3063,2,130.3
2596,601067,3076,1,81.77
2597,601067,3045,2,270.41
2598,601068,3048,4,9.08
2599,601069,3074,5,142.92
2600,601069,3015,3,147.7
2601,601069,3010,4,117.14
2602,601069,3002,4,42.33
2603,601070,3035,4,297.07
2604,601071,3006,5,254.7
2605,601071,3034,3,54.46
2606,601071,3001,5,44.43
2607,601072,3011,1,189.71
2608,601072,3061,3,333.34
2609,601072,3076,5,274.28
2610,601072,3075,1,239.93
2611,601073,3078,3,30.63
2612,601073,3032,0,213.07
2613,601073,3015,5,333.67
2614,601073,3062,4,109.23
2615,601074,3073,1,215.54
2616,601074,3031,1,218.51
2617,601075,3033,1,19.72
2618,601075,3071,3,50.31
2619,601075,3051,1,326.82
2620,601076,3051,2,191.03
2621,601077,3035,4,314.64
2622,601077,3031,3,99.06
2623,601078,3073,5,321.79
2624,601079,3029,1,337.3
2625,601079,3047,1,139.15
2626,601080,3048,4,323.4
2627,601081,3058,5,62.59
2628,601082,3067,3,39.11
2629,601082,3053,2,73.02
2630,601082,3025,3,123.49
2631,601083,3045,4,291.95
2632,601084,3009,2,189.35
2633,601085,3050,1,78.65
2634,601085,3074,2,121.72
2635,601085,3016,5,250.72
2636,601085,3006,2,262.95
2637,601086,3079,4,265.0
2638,601086,3057,4,106.85
2639,601086,3029,2,22.12
2640,601086,3027,5,-105.34
2641,601087,3035,2,134.88
2642,601087,3068,1,45.92
2643,601087,3017,3,258.7
2644,601087,3061,2,232.23
2645,601088,3065,1,219.24
2646,601089,3079,4,201.88
2647,601089,3020,5,82.98
2648,601089,3046,3,177.19
2649,601089,3064,3,314.65
2650,601090,3044,1,255.38
2651,601090,3072,4,188.31
2652,601090,3020,2,206.35
2653,601090,3014,4,296.73
2654,601091,3034,5,20.12
2655,601091,3019,1,261.12
2656,601091,3062,2,87.69
2657,601091,9999,5,23.27
2658,601092,3002,2,67.55
2659,601092,3050,1,180.9
2660,601092,3005,3,106.83
2661,601093,3002,5,224.97
2662,601094,3016,1,200.69
2663,601095,3029,4,93.36
2664,601095,3072,2,116.31
2665,601096,3044,2,279.76
2666,601097,3032,3,234.96
2667,601097,3015,1,116.68
2668,601098,3069,3,271.06
2669,601099,3005,2,187.52
2670,601099,3001,1,53.74
2671,601099,3021,3,127.52
2672,601099,3058,3,36.4
2673,601100,3004,2,286.4
2674,601101,3078,3,339.46
2675,601101,3063,5,65.12
2676,601101,3067,1,161.06
2677,601101,3033,4,304.16
2678,601102,3029,3,95.97
2679,601102,3001,1,12.68
2680,601102,3057,5,194.93
2681,601102,3042,1,67.94
2682,601103,3016,5,5.74
2683,601103,3013,1,341.22
2684,601104,3066,5,85.2
2685,601104,3053,5,313.51
2686,601105,3020,1,309.15
2687,601105,3007,1,279.02
2688,601105,3050,3,142.96
2689,601105,3025,4,336.14
2690,601106,3062,4,126.41
2691,601106,3002,4,157.29
2692,601107,3014,4,134.04
2693,601107,3055,5,43.06
2694,601108,3072,3,135.7
2695,601108,3048,4,53.89
2696,601108,3006,4,222.25
2697,601108,3043,1,323.78
2698,601109,3062,3,63.22
2699,601109,3005,1,142.75
2700,601109,3057,2,168.92
2701,601110,3021,5,127.78
2702,601110,3007,5,240.16
2703,601110,3057,4,341.71
2704,601111,3049,1,239.84
2705,601111,3038,4,65.32
2706,601111,3042,3,61.36
2707,601111,3067,4,35.37
2708,601112,3013,3,54.47
2709,601112,3060,1,341.99
2710,601112,3066,5,266.51
2711,601112,3058,4,314.52
2712,601113,3070,3,114.37
2713,601113,3022,5,25.45
2714,601114,3078,5,161.48
2715,601114,3043,4,143.6
2716,601115,3057,3,208.33
2717,601116,3005,3,218.71
2718,601116,3077,5,131.62
2719,601117,3015,3,280.24
2720,601118,3038,2,284.25
2721,601118,3032,5,317.08
2722,601118,3005,1,211.44
2723,601118,3036,2,250.67
2724,601119,3023,1,86.09
2725,601120,3022,5,121.44
2726,601120,3035,2,105.01
2727,601121,3031,2,63.69
2728,601122,3057,4,265.93
2729,601122,3001,4,177.83
2730,601123,3004,2,102.69
2731,601123,3009,3,79.33
2732,601124,3015,5,49.92
2733,601124,3031,5,57.24
2734,601124,3045,2,168.91
2735,601125,3029,1,217.86
2736,601125,3006,4,322.39
2737,601125,3022,4,85.01
2738,601126,3039,3,137.83
2739,601127,3052,3,-305.35
2740,601127,3053,3,183.73
2741,601128,3048,4,181.09
2742,601128,3045,3,155.74
2743,601128,3023,4,326.64
2744,601129,3068,1,127.67
2745,601129,3059,3,246.89
2746,601130,3075,4,129.4
2747,601130,3017,1,289.5
2748,601130,3035,2,208.0
2749,601130,3070,5,25.16
2750,601131,3053,4,251.11
2751,601131,3001,3,90.88
2752,601131,3075,2,254.84
2753,601132,3004,1,128.41
2754,601132,3025,3,266.8
2755,601132,3037,3,291.98
2756,601133,3045,2,112.18
2757,601133,3011,2,273.64
2758,601133,3019,2,238.46
2759,601134,3029,5,238.75
2760,601134,3018,3,284.16
2761,601134,3058,4,292.86
2762,601134,3016,1,285.03
2763,601135,3050,4,115.22
2764,601135,3077,3,172.22
2765,601135,3015,2,110.15
2766,601135,3050,2,154.61
2767,601136,3025,4,90.85
2768,601137,3037,1,15.17
2769,601137,3028,3,228.49
2770,601137,3069,2,267.98
2771,601138,3027,5,152.41
2772,601138,3045,4,174.06
2773,601138,3050,2,111.66
2774,601138,3045,5,104.85
2775,601139,3057,4,243.74
2776,601139,3047,4,217.1
2777,601140,3064,3,336.66
2778,601140,3031,3,270.51
2779,601141,3058,2,8.7
2780,601141,3075,1,55.16
2781,601141,3063,4,226.66
2782,601142,3005,1,15.36
2783,601143,3003,2,57.56
2784,601143,3036,2,250.45
2785,601144,3048,1,328.83
2786,601145,3018,2,241.84
2787,601145,3050,5,224.17
2788,601145,3046,4,100.94
